P,Q,ICO,A4,D10,D6
10,25,FALSE,FALSE,TRUE,TRUE
10,26,FALSE,FALSE,TRUE,TRUE
10,27,FALSE,TRUE,FALSE,TRUE
10,28,FALSE,FALSE,FALSE,TRUE
10,29,FALSE,FALSE,TRUE,TRUE
10,30,FALSE,FALSE,TRUE,TRUE
10,31,FALSE,FALSE,FALSE,TRUE
10,32,FALSE,FALSE,FALSE,TRUE
10,33,FALSE,FALSE,FALSE,TRUE
10,34,FALSE,FALSE,FALSE,TRUE
10,35,FALSE,FALSE,FALSE,TRUE
10,36,FALSE,FALSE,TRUE,TRUE
10,37,FALSE,FALSE,FALSE,TRUE
10,38,FALSE,FALSE,TRUE,TRUE
10,39,FALSE,FALSE,FALSE,TRUE
10,40,FALSE,FALSE,TRUE,TRUE
10,41,FALSE,FALSE,FALSE,TRUE
10,42,FALSE,FALSE,FALSE,TRUE
10,43,FALSE,FALSE,FALSE,TRUE
10,44,FALSE,FALSE,TRUE,TRUE
10,45,FALSE,FALSE,FALSE,TRUE
10,46,FALSE,FALSE,TRUE,TRUE
10,47,FALSE,FALSE,FALSE,TRUE
10,48,FALSE,FALSE,TRUE,TRUE
10,49,FALSE,FALSE,FALSE,TRUE
10,50,FALSE,FALSE,FALSE,TRUE
10,51,FALSE,FALSE,FALSE,TRUE
10,52,FALSE,FALSE,FALSE,TRUE
10,53,FALSE,FALSE,FALSE,TRUE
10,54,FALSE,FALSE,TRUE,TRUE
10,55,FALSE,FALSE,FALSE,TRUE
11,1,FALSE,FALSE,TRUE,TRUE
11,2,FALSE,FALSE,TRUE,TRUE
11,3,FALSE,FALSE,TRUE,TRUE
11,4,FALSE,FALSE,TRUE,TRUE
11,5,FALSE,FALSE,TRUE,TRUE
11,6,FALSE,FALSE,TRUE,TRUE
11,7,FALSE,FALSE,TRUE,TRUE
11,8,FALSE,FALSE,TRUE,TRUE
11,9,FALSE,TRUE,TRUE,TRUE
11,10,FALSE,FALSE,TRUE,TRUE
11,11,TRUE,TRUE,TRUE,TRUE
11,12,FALSE,FALSE,TRUE,TRUE
11,13,FALSE,FALSE,TRUE,TRUE
11,14,FALSE,FALSE,FALSE,TRUE
11,15,FALSE,FALSE,TRUE,TRUE
11,16,FALSE,FALSE,FALSE,TRUE
11,17,FALSE,FALSE,TRUE,TRUE
11,18,FALSE,FALSE,FALSE,TRUE
11,19,FALSE,FALSE,TRUE,TRUE
11,20,FALSE,FALSE,FALSE,TRUE
11,21,FALSE,FALSE,FALSE,TRUE
11,22,FALSE,FALSE,TRUE,TRUE
11,23,FALSE,FALSE,TRUE,TRUE
11,24,FALSE,FALSE,TRUE,FALSE
11,25,FALSE,FALSE,FALSE,TRUE
11,26,FALSE,FALSE,FALSE,TRUE
11,27,FALSE,FALSE,TRUE,TRUE
11,28,FALSE,FALSE,TRUE,TRUE
11,29,FALSE,TRUE,TRUE,TRUE
11,30,FALSE,FALSE,TRUE,TRUE
11,31,FALSE,FALSE,FALSE,TRUE
11,32,FALSE,FALSE,TRUE,TRUE
11,33,FALSE,FALSE,FALSE,TRUE
11,34,FALSE,FALSE,TRUE,TRUE
11,35,FALSE,FALSE,FALSE,TRUE
11,36,FALSE,FALSE,TRUE,TRUE
11,37,FALSE,FALSE,FALSE,TRUE
11,38,FALSE,FALSE,FALSE,TRUE
11,39,FALSE,FALSE,FALSE,TRUE
11,40,FALSE,FALSE,FALSE,TRUE
11,41,FALSE,FALSE,FALSE,TRUE
11,42,FALSE,FALSE,TRUE,TRUE
11,43,FALSE,FALSE,TRUE,TRUE
11,44,FALSE,FALSE,TRUE,TRUE
11,45,FALSE,FALSE,FALSE,TRUE
11,46,FALSE,FALSE,FALSE,TRUE
11,47,FALSE,FALSE,FALSE,TRUE
11,48,FALSE,FALSE,FALSE,TRUE
11,49,FALSE,FALSE,FALSE,TRUE
11,50,FALSE,FALSE,TRUE,TRUE
11,51,FALSE,FALSE,TRUE,TRUE
11,52,FALSE,FALSE,TRUE,TRUE
11,53,FALSE,FALSE,TRUE,TRUE
11,54,FALSE,FALSE,TRUE,TRUE
11,55,FALSE,FALSE,TRUE,TRUE
12,1,FALSE,FALSE,TRUE,TRUE
12,2,FALSE,FALSE,TRUE,TRUE
12,3,FALSE,FALSE,TRUE,TRUE
12,4,FALSE,FALSE,TRUE,TRUE
12,5,FALSE,FALSE,TRUE,TRUE
12,6,FALSE,FALSE,TRUE,TRUE
12,7,FALSE,FALSE,TRUE,TRUE
12,8,FALSE,FALSE,TRUE,TRUE
12,9,FALSE,FALSE,TRUE,TRUE
12,10,FALSE,FALSE,TRUE,TRUE
12,11,FALSE,FALSE,TRUE,TRUE
12,12,TRUE,TRUE,TRUE,TRUE
12,13,FALSE,FALSE,TRUE,TRUE
12,14,FALSE,FALSE,FALSE,TRUE
12,15,FALSE,FALSE,FALSE,TRUE
12,16,FALSE,FALSE,FALSE,TRUE
12,17,FALSE,FALSE,FALSE,TRUE
12,18,FALSE,FALSE,FALSE,TRUE
12,19,FALSE,FALSE,FALSE,TRUE
12,20,FALSE,FALSE,FALSE,TRUE
12,21,FALSE,FALSE,FALSE,TRUE
12,22,FALSE,FALSE,FALSE,TRUE
12,23,FALSE,FALSE,FALSE,TRUE
12,24,FALSE,TRUE,TRUE,TRUE
12,25,FALSE,FALSE,FALSE,TRUE
12,26,FALSE,FALSE,FALSE,TRUE
12,27,FALSE,FALSE,TRUE,TRUE
12,28,FALSE,FALSE,TRUE,TRUE
12,29,FALSE,FALSE,TRUE,TRUE
12,30,FALSE,FALSE,TRUE,TRUE
12,31,FALSE,FALSE,FALSE,TRUE
12,32,FALSE,FALSE,FALSE,TRUE
12,33,FALSE,FALSE,FALSE,TRUE
12,34,FALSE,FALSE,FALSE,TRUE
12,35,FALSE,FALSE,FALSE,TRUE
12,36,FALSE,FALSE,TRUE,TRUE
12,37,FALSE,FALSE,FALSE,TRUE
12,38,FALSE,FALSE,FALSE,TRUE
12,39,FALSE,FALSE,FALSE,TRUE
12,40,FALSE,FALSE,FALSE,TRUE
12,41,FALSE,FALSE,FALSE,TRUE
12,42,FALSE,FALSE,FALSE,TRUE
12,43,FALSE,FALSE,FALSE,TRUE
12,44,FALSE,FALSE,FALSE,TRUE
12,45,FALSE,FALSE,FALSE,TRUE
12,46,FALSE,FALSE,FALSE,TRUE
12,47,FALSE,FALSE,FALSE,TRUE
12,48,FALSE,FALSE,FALSE,TRUE
12,49,FALSE,FALSE,FALSE,TRUE
12,50,FALSE,FALSE,TRUE,TRUE
12,51,FALSE,FALSE,TRUE,TRUE
12,52,FALSE,FALSE,TRUE,TRUE
12,53,FALSE,FALSE,TRUE,TRUE
12,54,FALSE,FALSE,TRUE,TRUE
12,55,FALSE,FALSE,TRUE,TRUE
13,1,FALSE,FALSE,TRUE,TRUE
13,2,FALSE,FALSE,TRUE,TRUE
13,3,FALSE,FALSE,TRUE,TRUE
13,4,FALSE,FALSE,TRUE,TRUE
13,5,FALSE,FALSE,TRUE,TRUE
13,6,FALSE,FALSE,TRUE,TRUE
13,7,FALSE,FALSE,TRUE,TRUE
13,8,FALSE,TRUE,TRUE,TRUE
13,9,FALSE,FALSE,TRUE,TRUE
13,10,FALSE,FALSE,TRUE,TRUE
13,11,FALSE,FALSE,TRUE,TRUE
13,12,FALSE,FALSE,TRUE,TRUE
13,13,TRUE,TRUE,TRUE,TRUE
13,14,FALSE,FALSE,FALSE,TRUE
13,15,FALSE,FALSE,FALSE,TRUE
13,16,FALSE,FALSE,FALSE,TRUE
13,17,FALSE,FALSE,FALSE,TRUE
13,18,FALSE,FALSE,FALSE,TRUE
13,19,FALSE,FALSE,TRUE,TRUE
13,20,FALSE,FALSE,TRUE,TRUE
13,21,FALSE,FALSE,TRUE,TRUE
13,22,FALSE,FALSE,FALSE,TRUE
13,23,FALSE,FALSE,FALSE,TRUE
13,24,FALSE,FALSE,TRUE,FALSE
13,25,FALSE,FALSE,TRUE,TRUE
13,26,FALSE,FALSE,TRUE,TRUE
13,27,FALSE,FALSE,TRUE,TRUE
13,28,FALSE,TRUE,TRUE,TRUE
13,29,FALSE,FALSE,TRUE,TRUE
13,30,FALSE,FALSE,TRUE,TRUE
13,31,FALSE,FALSE,FALSE,TRUE
13,32,FALSE,FALSE,FALSE,TRUE
13,33,FALSE,FALSE,FALSE,TRUE
13,34,FALSE,FALSE,FALSE,TRUE
13,35,FALSE,FALSE,FALSE,TRUE
13,36,FALSE,FALSE,TRUE,TRUE
13,37,FALSE,FALSE,FALSE,TRUE
13,38,FALSE,FALSE,TRUE,TRUE
13,39,FALSE,FALSE,FALSE,TRUE
13,40,FALSE,FALSE,TRUE,TRUE
13,41,FALSE,FALSE,FALSE,TRUE
13,42,FALSE,FALSE,FALSE,TRUE
13,43,FALSE,FALSE,FALSE,TRUE
13,44,FALSE,FALSE,TRUE,TRUE
13,45,FALSE,FALSE,FALSE,TRUE
13,46,FALSE,FALSE,TRUE,TRUE
13,47,FALSE,FALSE,FALSE,TRUE
13,48,FALSE,FALSE,TRUE,TRUE
13,49,FALSE,FALSE,FALSE,TRUE
13,50,FALSE,FALSE,TRUE,TRUE
13,51,FALSE,FALSE,TRUE,TRUE
13,52,FALSE,FALSE,TRUE,TRUE
13,53,FALSE,FALSE,TRUE,TRUE
13,54,FALSE,FALSE,TRUE,TRUE
13,55,FALSE,FALSE,TRUE,TRUE
14,1,FALSE,FALSE,TRUE,TRUE
14,2,FALSE,FALSE,FALSE,TRUE
14,3,FALSE,TRUE,TRUE,TRUE
14,4,FALSE,FALSE,FALSE,TRUE
14,5,FALSE,FALSE,FALSE,TRUE
14,6,FALSE,FALSE,FALSE,TRUE
14,7,FALSE,FALSE,FALSE,TRUE
14,8,FALSE,FALSE,FALSE,TRUE
14,9,FALSE,FALSE,FALSE,TRUE
14,10,FALSE,FALSE,FALSE,TRUE
14,11,FALSE,FALSE,FALSE,TRUE
14,12,FALSE,FALSE,FALSE,TRUE
14,13,FALSE,FALSE,FALSE,TRUE
14,14,TRUE,TRUE,TRUE,TRUE
14,15,FALSE,TRUE,FALSE,TRUE
14,16,FALSE,TRUE,TRUE,TRUE
14,17,FALSE,TRUE,FALSE,TRUE
14,18,FALSE,TRUE,TRUE,TRUE
14,19,FALSE,FALSE,FALSE,TRUE
14,20,FALSE,TRUE,FALSE,TRUE
14,21,FALSE,TRUE,FALSE,TRUE
14,22,FALSE,FALSE,FALSE,TRUE
14,23,FALSE,FALSE,FALSE,TRUE
14,24,FALSE,FALSE,FALSE,TRUE
14,25,FALSE,FALSE,FALSE,TRUE
14,26,FALSE,FALSE,FALSE,TRUE
14,27,FALSE,FALSE,FALSE,TRUE
14,28,FALSE,FALSE,FALSE,TRUE
14,29,FALSE,FALSE,FALSE,TRUE
14,30,FALSE,FALSE,FALSE,TRUE
14,31,FALSE,FALSE,TRUE,TRUE
14,32,FALSE,FALSE,FALSE,TRUE
14,33,FALSE,FALSE,TRUE,TRUE
14,34,FALSE,FALSE,FALSE,TRUE
14,35,FALSE,FALSE,TRUE,TRUE
14,36,FALSE,FALSE,FALSE,TRUE
14,37,FALSE,FALSE,FALSE,TRUE
14,38,FALSE,FALSE,FALSE,TRUE
14,39,FALSE,FALSE,FALSE,TRUE
14,40,FALSE,FALSE,FALSE,TRUE
14,41,FALSE,FALSE,FALSE,TRUE
14,42,FALSE,FALSE,FALSE,TRUE
14,43,FALSE,FALSE,FALSE,TRUE
14,44,FALSE,FALSE,FALSE,TRUE
14,45,FALSE,FALSE,FALSE,TRUE
14,46,FALSE,FALSE,FALSE,TRUE
14,47,FALSE,FALSE,FALSE,TRUE
14,48,FALSE,FALSE,FALSE,TRUE
14,49,FALSE,FALSE,FALSE,TRUE
14,50,FALSE,FALSE,FALSE,TRUE
14,51,FALSE,FALSE,FALSE,TRUE
14,52,FALSE,FALSE,FALSE,TRUE
14,53,FALSE,FALSE,FALSE,TRUE
14,54,FALSE,FALSE,FALSE,TRUE
14,55,FALSE,FALSE,FALSE,TRUE
15,1,FALSE,FALSE,FALSE,TRUE
15,2,FALSE,FALSE,TRUE,TRUE
15,3,FALSE,FALSE,FALSE,TRUE
15,4,FALSE,FALSE,FALSE,TRUE
15,5,FALSE,FALSE,FALSE,TRUE
15,6,FALSE,FALSE,FALSE,TRUE
15,7,FALSE,FALSE,TRUE,TRUE
15,8,FALSE,FALSE,TRUE,TRUE
15,9,FALSE,FALSE,FALSE,TRUE
15,10,FALSE,FALSE,FALSE,TRUE
15,11,FALSE,FALSE,TRUE,TRUE
15,12,FALSE,FALSE,FALSE,TRUE
15,13,FALSE,FALSE,FALSE,TRUE
15,14,FALSE,TRUE,FALSE,TRUE
15,15,TRUE,TRUE,TRUE,TRUE
15,16,FALSE,FALSE,FALSE,TRUE
15,17,FALSE,TRUE,TRUE,TRUE
15,18,FALSE,TRUE,FALSE,TRUE
15,19,FALSE,FALSE,TRUE,TRUE
15,20,FALSE,TRUE,FALSE,TRUE
15,21,FALSE,TRUE,FALSE,TRUE
15,22,FALSE,FALSE,TRUE,TRUE
15,23,FALSE,FALSE,TRUE,TRUE
15,24,FALSE,FALSE,TRUE,TRUE
15,25,FALSE,FALSE,FALSE,TRUE
15,26,FALSE,FALSE,FALSE,TRUE
15,27,FALSE,FALSE,TRUE,TRUE
15,28,FALSE,FALSE,TRUE,TRUE
15,29,FALSE,FALSE,FALSE,TRUE
15,30,FALSE,FALSE,FALSE,TRUE
15,31,FALSE,FALSE,FALSE,TRUE
15,32,FALSE,FALSE,TRUE,TRUE
15,33,FALSE,FALSE,FALSE,TRUE
15,34,FALSE,FALSE,TRUE,TRUE
15,35,FALSE,FALSE,FALSE,TRUE
15,36,FALSE,FALSE,TRUE,TRUE
15,37,FALSE,FALSE,FALSE,TRUE
15,38,FALSE,FALSE,FALSE,TRUE
15,39,FALSE,FALSE,FALSE,TRUE
15,40,FALSE,FALSE,FALSE,TRUE
15,41,FALSE,FALSE,FALSE,TRUE
15,42,FALSE,FALSE,TRUE,TRUE
15,43,FALSE,FALSE,TRUE,TRUE
15,44,FALSE,FALSE,TRUE,TRUE
15,45,FALSE,FALSE,FALSE,TRUE
15,46,FALSE,FALSE,FALSE,TRUE
15,47,FALSE,FALSE,FALSE,TRUE
15,48,FALSE,FALSE,FALSE,TRUE
15,49,FALSE,FALSE,FALSE,TRUE
15,50,FALSE,FALSE,TRUE,TRUE
15,51,FALSE,FALSE,FALSE,TRUE
15,52,FALSE,FALSE,FALSE,TRUE
15,53,FALSE,FALSE,FALSE,TRUE
15,54,FALSE,FALSE,FALSE,TRUE
15,55,FALSE,FALSE,FALSE,TRUE
16,1,FALSE,TRUE,TRUE,TRUE
16,2,FALSE,FALSE,FALSE,TRUE
16,3,FALSE,TRUE,TRUE,TRUE
16,4,FALSE,FALSE,FALSE,TRUE
16,5,FALSE,FALSE,FALSE,TRUE
16,6,FALSE,FALSE,FALSE,TRUE
16,7,FALSE,FALSE,FALSE,TRUE
16,8,FALSE,FALSE,FALSE,TRUE
16,9,FALSE,FALSE,FALSE,TRUE
16,10,FALSE,FALSE,FALSE,TRUE
16,11,FALSE,FALSE,FALSE,TRUE
16,12,FALSE,FALSE,FALSE,TRUE
16,13,FALSE,FALSE,FALSE,TRUE
16,14,FALSE,TRUE,TRUE,TRUE
16,15,FALSE,FALSE,FALSE,TRUE
16,16,TRUE,TRUE,TRUE,TRUE
16,17,FALSE,FALSE,FALSE,TRUE
16,18,FALSE,TRUE,TRUE,TRUE
16,19,FALSE,FALSE,FALSE,TRUE
16,20,FALSE,FALSE,FALSE,TRUE
16,21,FALSE,FALSE,FALSE,TRUE
16,22,FALSE,FALSE,FALSE,TRUE
16,23,FALSE,FALSE,FALSE,TRUE
16,24,FALSE,FALSE,FALSE,TRUE
16,25,FALSE,FALSE,FALSE,TRUE
16,26,FALSE,FALSE,FALSE,TRUE
16,27,FALSE,FALSE,FALSE,TRUE
16,28,FALSE,FALSE,FALSE,TRUE
16,29,FALSE,FALSE,FALSE,TRUE
16,30,FALSE,FALSE,FALSE,TRUE
16,31,FALSE,FALSE,TRUE,TRUE
16,32,FALSE,FALSE,FALSE,TRUE
16,33,FALSE,FALSE,TRUE,TRUE
16,34,FALSE,FALSE,FALSE,TRUE
16,35,FALSE,FALSE,TRUE,TRUE
16,36,FALSE,FALSE,FALSE,TRUE
16,37,FALSE,FALSE,FALSE,TRUE
16,38,FALSE,FALSE,FALSE,TRUE
16,39,FALSE,FALSE,FALSE,TRUE
16,40,FALSE,FALSE,FALSE,TRUE
16,41,FALSE,FALSE,FALSE,TRUE
16,42,FALSE,FALSE,FALSE,TRUE
16,43,FALSE,FALSE,FALSE,TRUE
16,44,FALSE,FALSE,FALSE,TRUE
16,45,FALSE,FALSE,FALSE,TRUE
16,46,FALSE,FALSE,FALSE,TRUE
16,47,FALSE,FALSE,FALSE,TRUE
16,48,FALSE,FALSE,FALSE,TRUE
16,49,FALSE,FALSE,FALSE,TRUE
16,50,FALSE,FALSE,FALSE,TRUE
16,51,FALSE,FALSE,FALSE,TRUE
16,52,FALSE,FALSE,FALSE,TRUE
16,53,FALSE,FALSE,FALSE,TRUE
16,54,FALSE,FALSE,FALSE,TRUE
16,55,FALSE,FALSE,FALSE,TRUE
17,1,FALSE,FALSE,FALSE,TRUE
17,2,FALSE,FALSE,TRUE,TRUE
17,3,FALSE,FALSE,FALSE,TRUE
17,4,FALSE,FALSE,TRUE,TRUE
17,5,FALSE,TRUE,TRUE,TRUE
17,6,FALSE,TRUE,FALSE,TRUE
17,7,FALSE,FALSE,TRUE,TRUE
17,8,FALSE,FALSE,TRUE,TRUE
17,9,FALSE,FALSE,TRUE,TRUE
17,10,FALSE,FALSE,FALSE,TRUE
17,11,FALSE,FALSE,TRUE,TRUE
17,12,FALSE,FALSE,FALSE,TRUE
17,13,FALSE,FALSE,FALSE,TRUE
17,14,FALSE,TRUE,FALSE,TRUE
17,15,FALSE,TRUE,TRUE,TRUE
17,16,FALSE,FALSE,FALSE,TRUE
17,17,TRUE,TRUE,TRUE,TRUE
17,18,FALSE,TRUE,FALSE,TRUE
17,19,FALSE,TRUE,TRUE,TRUE
17,20,FALSE,TRUE,TRUE,TRUE
17,21,FALSE,TRUE,FALSE,TRUE
17,22,FALSE,FALSE,TRUE,TRUE
17,23,FALSE,FALSE,TRUE,TRUE
17,24,FALSE,FALSE,TRUE,TRUE
17,25,FALSE,FALSE,TRUE,TRUE
17,26,FALSE,FALSE,FALSE,TRUE
17,27,FALSE,FALSE,TRUE,TRUE
17,28,FALSE,FALSE,TRUE,TRUE
17,29,FALSE,FALSE,TRUE,TRUE
17,30,FALSE,FALSE,FALSE,TRUE
17,31,FALSE,FALSE,FALSE,TRUE
17,32,FALSE,FALSE,TRUE,TRUE
17,33,FALSE,FALSE,FALSE,TRUE
17,34,FALSE,FALSE,TRUE,TRUE
17,35,FALSE,FALSE,FALSE,TRUE
17,36,FALSE,FALSE,TRUE,TRUE
17,37,FALSE,FALSE,FALSE,TRUE
17,38,FALSE,FALSE,TRUE,TRUE
17,39,FALSE,FALSE,FALSE,TRUE
17,40,FALSE,FALSE,FALSE,TRUE
17,41,FALSE,FALSE,FALSE,TRUE
17,42,FALSE,FALSE,TRUE,TRUE
17,43,FALSE,FALSE,TRUE,TRUE
17,44,FALSE,FALSE,TRUE,TRUE
17,45,FALSE,FALSE,FALSE,TRUE
17,46,FALSE,FALSE,TRUE,TRUE
17,47,FALSE,FALSE,FALSE,TRUE
17,48,FALSE,FALSE,FALSE,TRUE
17,49,FALSE,FALSE,FALSE,TRUE
17,50,FALSE,FALSE,TRUE,TRUE
17,51,FALSE,FALSE,TRUE,TRUE
17,52,FALSE,FALSE,TRUE,TRUE
17,53,FALSE,FALSE,FALSE,TRUE
17,54,FALSE,FALSE,FALSE,TRUE
17,55,FALSE,FALSE,FALSE,TRUE
18,1,FALSE,TRUE,TRUE,TRUE
18,2,FALSE,FALSE,FALSE,TRUE
18,3,FALSE,FALSE,TRUE,TRUE
18,4,FALSE,FALSE,FALSE,TRUE
18,5,FALSE,FALSE,FALSE,TRUE
18,6,FALSE,FALSE,FALSE,TRUE
18,7,FALSE,FALSE,FALSE,TRUE
18,8,FALSE,FALSE,FALSE,TRUE
18,9,FALSE,FALSE,FALSE,TRUE
18,10,FALSE,FALSE,FALSE,TRUE
18,11,FALSE,FALSE,FALSE,TRUE
18,12,FALSE,FALSE,FALSE,TRUE
18,13,FALSE,FALSE,FALSE,TRUE
18,14,FALSE,TRUE,TRUE,TRUE
18,15,FALSE,TRUE,FALSE,TRUE
18,16,FALSE,TRUE,TRUE,TRUE
18,17,FALSE,TRUE,FALSE,TRUE
18,18,TRUE,TRUE,TRUE,TRUE
18,19,FALSE,FALSE,FALSE,TRUE
18,20,FALSE,TRUE,FALSE,TRUE
18,21,FALSE,TRUE,FALSE,TRUE
18,22,FALSE,FALSE,FALSE,TRUE
18,23,FALSE,FALSE,FALSE,TRUE
18,24,FALSE,FALSE,FALSE,TRUE
18,25,FALSE,FALSE,FALSE,TRUE
18,26,FALSE,FALSE,FALSE,TRUE
18,27,FALSE,FALSE,FALSE,TRUE
18,28,FALSE,FALSE,FALSE,TRUE
18,29,FALSE,FALSE,FALSE,TRUE
18,30,FALSE,FALSE,FALSE,TRUE
18,31,FALSE,FALSE,TRUE,TRUE
18,32,FALSE,FALSE,FALSE,TRUE
18,33,FALSE,FALSE,TRUE,TRUE
18,34,FALSE,FALSE,FALSE,TRUE
18,35,FALSE,FALSE,TRUE,TRUE
18,36,FALSE,FALSE,FALSE,TRUE
18,37,FALSE,FALSE,FALSE,TRUE
18,38,FALSE,FALSE,FALSE,TRUE
18,39,FALSE,FALSE,FALSE,TRUE
18,40,FALSE,FALSE,FALSE,TRUE
18,41,FALSE,FALSE,FALSE,TRUE
18,42,FALSE,FALSE,FALSE,TRUE
18,43,FALSE,FALSE,FALSE,TRUE
18,44,FALSE,FALSE,FALSE,TRUE
18,45,FALSE,FALSE,FALSE,TRUE
18,46,FALSE,FALSE,FALSE,TRUE
18,47,FALSE,FALSE,FALSE,TRUE
18,48,FALSE,FALSE,FALSE,TRUE
18,49,FALSE,FALSE,FALSE,TRUE
18,50,FALSE,FALSE,FALSE,TRUE
18,51,FALSE,FALSE,FALSE,TRUE
18,52,FALSE,FALSE,FALSE,TRUE
18,53,FALSE,FALSE,FALSE,TRUE
18,54,FALSE,FALSE,FALSE,TRUE
18,55,FALSE,FALSE,FALSE,TRUE
19,1,FALSE,FALSE,FALSE,TRUE
19,2,FALSE,TRUE,TRUE,TRUE
19,3,FALSE,FALSE,FALSE,TRUE
19,4,FALSE,TRUE,TRUE,TRUE
19,5,FALSE,TRUE,TRUE,TRUE
19,6,FALSE,TRUE,TRUE,TRUE
19,7,FALSE,FALSE,TRUE,TRUE
19,8,FALSE,FALSE,TRUE,TRUE
19,9,FALSE,FALSE,TRUE,TRUE
19,10,FALSE,FALSE,TRUE,TRUE
19,11,FALSE,FALSE,TRUE,TRUE
19,12,FALSE,FALSE,FALSE,TRUE
19,13,FALSE,FALSE,TRUE,TRUE
19,14,FALSE,FALSE,FALSE,TRUE
19,15,FALSE,FALSE,TRUE,TRUE
19,16,FALSE,FALSE,FALSE,TRUE
19,17,FALSE,TRUE,TRUE,TRUE
19,18,FALSE,FALSE,FALSE,TRUE
19,19,TRUE,TRUE,TRUE,TRUE
19,20,FALSE,TRUE,TRUE,TRUE
19,21,FALSE,FALSE,TRUE,TRUE
19,22,FALSE,FALSE,TRUE,TRUE
19,23,FALSE,FALSE,TRUE,TRUE
19,24,FALSE,FALSE,TRUE,TRUE
19,25,FALSE,FALSE,TRUE,TRUE
19,26,FALSE,FALSE,TRUE,TRUE
19,27,FALSE,FALSE,TRUE,TRUE
19,28,FALSE,FALSE,TRUE,TRUE
19,29,FALSE,FALSE,TRUE,TRUE
19,30,FALSE,FALSE,TRUE,TRUE
